Ship_types;Ship_sizes;Fuel_description;Sailed_time_hours;Sailed_distance_nm;Candidate_pg_criticalturn_starts;Candidate_pg_closetoshore;Candidate_coll_head;Candidate_coll_over;Candidate_coll_cross;Freq_pg_criticalturn;Freq_pg_closetoshore;Freq_dg;Freq_coll_head;Freq_coll_over;Freq_coll_cross;Freq_fou;Freq_fire;Total_freq;Freq_pg_criticalturn_fuelspill;Freq_pg_closetoshore_fuelspill;Freq_dg_fuelspill;Freq_coll_head_fuelspill;Freq_coll_over_fuelspill;Freq_coll_cross_fuelspill;Freq_fou_fuelspill;Freq_fire_fuelspill;Freq_fuelspill_total;Freq_pg_criticalturn_cargospill;Freq_pg_closetoshore_cargospill;Freq_dg_cargospill;Freq_coll_head_cargospill;Freq_coll_over_cargospill;Freq_coll_cross_cargospill;Freq_fou_cargospill;Freq_fire_cargospill;Freq_cargospill_total;Freq_spill_total;Spill_Volume_Fuel_Pg_Closetoshore;Spill_Volume_Fuel_Dg;Spill_Volume_Fuel_Pg_Criticalturn;Spill_Volume_Fuel_Collision_Head;Spill_Volume_Fuel_Collision_Over;Spill_Volume_Fuel_Collision_Cross;Spill_Volume_Fuel_Foundering;Spill_Volume_Fuel_Fire;Spill_Volume_Cargo_Pg_Closetoshore;Spill_Volume_Cargo_Dg;Spill_Volume_Cargo_Pg_Criticalturn;Spill_Volume_Cargo_Collision_Head;Spill_Volume_Cargo_Collision_Over;Spill_Volume_Cargo_Collision_Cross;Spill_Volume_Cargo_Foundering;Spill_Volume_Cargo_Fire;M1Fuel;M2Fuel;M3Fuel;M4Fuel;M5Fuel;M1Cargo;M2Cargo;M3Cargo;M4Cargo;M5Cargo;Freq_pg_criticalturn_fatality;Freq_pg_closetoshore_fatality;Freq_dg_fatality;Freq_coll_head_fatality;Freq_coll_over_fatality;Freq_coll_cross_fatality;Freq_fou_fatality;Freq_fire_fatality;Freq_fatality;Total_number_of_fatalities;Year;Analyseomraade
Cruise ships;6. 50000 - 99999 GT;Distillate marine fuels;270.0365741;2160.35;167.6666667;14.33333333;100.3333333;26.66666667;32.33333333;0.000375616;0.000132179;1.00E+00;0.00E+00;0.000607085;0.001102577;1.28E-05;5.91E-05;0.002677299;8.23E-06;2.89E-06;8.98E-08;3.10E-06;4.90E-06;8.89E-06;4.26E-06;8.44E-07;3.32E-05;0;0;0;0;0;0;0;0;0;3.32E-05;0.001538925;4.77E-05;0.004373209;0.004252906;0.006725926;0.012215501;0.007268914;0.000277824;0;0;0;0;0;0;0;0;0;1.12E-05;4.49E-05;1.69E-05;4.26E-06;0;0;0;0;0;1.10E-07;3.86E-08;1.20E-09;3.10E-07;4.90E-07;4.90E-07;4.26E-07;8.44E-08;1.84E-06;0.00115893;Base;1_1
Cruise ships;6. 50000 - 99999 GT;Residual marine fuels, ISO F >180;341.327963;2622.26;208.6666667;80.66666667;105.3333333;37.66666667;50.66666667;0.000457304;0.000668202;1.00E+00;0.00E+00;0.000857508;0.00172775;1.55E-05;7.17E-05;0.004207561;1.00E-05;1.46E-05;1.44E-07;3.25E-06;6.92E-06;1.39E-05;5.17E-06;1.02E-06;5.51E-05;0;0;0;0;0;0;0;0;0;5.51E-05;0.007779721;7.64E-05;0.005324293;0.004464845;0.00950037;0.019141816;0.008823099;0.000337227;0;0;0;0;0;0;0;0;0;2.48E-05;7.18E-05;2.41E-05;5.17E-06;0;0;0;0;0;1.34E-07;1.95E-07;1.91E-09;3.25E-07;6.92E-07;6.92E-07;5.17E-07;1.02E-07;2.52E-06;0.001563652;Base;1_1
Cruise ships;7. >= 100000 GT;Residual marine fuels, ISO F >180;144.397037;1276.963333;109.3333333;21.33333333;53;19;35.66666667;0.000242776;0.00018708;1.00E+00;0.00E+00;0.000432548;0.001216245;7.55E-06;3.49E-05;0.002326268;5.32E-06;4.10E-06;5.17E-08;1.64E-06;3.49E-06;9.81E-06;2.52E-06;4.99E-07;2.74E-05;0;0;0;0;0;0;0;0;0;2.74E-05;0.003356332;4.23E-05;0.004355547;0.003461759;0.007384437;0.020763653;0.006620706;0.000253049;0;0;0;0;0;0;0;0;0;0;9.96E-06;3.85E-05;1.74E-05;0;0;0;0;0;7.09E-08;5.46E-08;6.89E-10;1.64E-07;3.49E-07;3.49E-07;2.52E-07;4.99E-08;1.22E-06;0.001154378;Base;1_1
Fishing vessels;1. < 1000 GT;Distillate marine fuels;41496.83333;68297.43667;14253.66667;343.3333333;607.6666667;190.6666667;55;0.014455247;0.033622713;1.00E+00;0.00E+00;0.006893439;0.004763881;0.001869237;0.011895142;0.108940401;0.000870122;0.002023891;0.001988746;8.58E-05;0.000246194;0.000170139;0.000169931;0.000169931;0.005724735;0;0;0;0;0;0;0;0;0;0.005724735;0.038914065;0.038238311;0.016730131;0.004261709;0.012231098;0.008452602;0.010493215;0.002022104;0;0;0;0;0;0;0;0;0.006111542;0;0;0;0;0;0;0;0;0;2.81E-06;6.53E-06;6.42E-06;2.86E-06;8.21E-06;8.21E-06;8.50E-05;1.70E-05;0.000127759;0.000239257;Base;1_1
Fishing vessels;2. 1000 - 4999 GT;Distillate marine fuels;15022.05324;32797.38;4660.666667;125.3333333;298.6666667;70;19;0.004689456;0.012226662;1.00E+00;0.00E+00;0.002530808;0.001645704;0.000897633;0.005712213;0.042500173;0.000282278;0.000735974;0.000819674;4.22E-05;9.04E-05;5.88E-05;8.16E-05;8.16E-05;0.002192455;0;0;0;0;0;0;0;0;0;0.002192455;0.08550077;0.095224568;0.032793257;0.012655913;0.027131699;0.017642885;0.030446094;0.005867141;0;0;0;0;0;0;0;0;0.003975893;0.000191323;8.16E-05;0;0;0;0;0;0;0;9.11E-07;2.37E-06;2.64E-06;1.41E-06;3.01E-06;3.01E-06;4.08E-05;8.16E-06;5.88E-05;0.00033201;Base;1_1
Fishing vessels;2. 1000 - 4999 GT;Residual marine fuels, ISO F 80-180;6.532777778;73.22;2;0;0;0;0;2.01E-06;0;1.00E+00;0.00E+00;0;0;2.00E-06;1.28E-05;1.69E-05;1.21E-07;0;6.27E-09;0;0;0;1.82E-07;1.82E-07;4.92E-07;0;0;0;0;0;0;0;0;0;4.92E-07;0;7.28E-07;1.41E-05;0;0;0;6.80E-05;1.31E-05;0;0;0;0;0;0;0;0;4.68E-07;0;1.82E-07;0;0;0;0;0;0;0;3.90E-10;0;2.02E-11;0;0;0;9.11E-08;1.82E-08;1.09E-07;6.34E-07;Base;1_1
Fishing vessels;3. 5000 - 9999 GT;Distillate marine fuels;861.2333333;154.86;23;15;0.5;0;0.5;2.31E-05;0.001507507;1.00E+00;0.00E+00;0;4.33E-05;4.24E-06;2.70E-05;0.001815602;1.39E-06;9.07E-05;1.25E-05;7.06E-08;0;1.55E-06;3.85E-07;3.85E-07;0.000107072;0;0;0;0;0;0;0;0;0;0.000107072;0.026354909;0.003644883;0.00040406;5.30E-05;0;0.001160716;0.000359395;6.93E-05;0;0;0;0;0;0;0;0;0;0.000106687;9.75E-05;3.85E-07;0;0;0;0;0;0;4.49E-09;2.93E-07;4.05E-08;2.35E-09;0;0;1.93E-07;3.85E-08;5.26E-07;6.79E-06;Base;1_1
Fishing vessels;3. 5000 - 9999 GT;Residual marine fuels, ISO F >180;1.841388889;19.79;3;0;0;0;0;3.01E-06;0;1.00E+00;0.00E+00;0;0;5.42E-07;3.45E-06;7.93E-06;1.81E-07;0;5.60E-08;0;0;0;4.92E-08;4.92E-08;3.36E-07;0;0;0;0;0;0;0;0;0;3.36E-07;0;1.63E-05;5.27E-05;0;0;0;4.59E-05;8.85E-06;0;0;0;0;0;0;0;0;0;2.87E-07;2.25E-07;4.92E-08;0;0;0;0;0;0;5.85E-10;0;1.81E-10;0;0;0;2.46E-08;4.92E-09;2.95E-08;5.73E-07;Base;1_1
Gas tankers;2. 1000 - 4999 GT;Distillate marine fuels;133.2665741;633.4233333;69.33333333;0;6.666666667;1;3;5.57E-05;0;1.00E+00;0.00E+00;2.26E-05;0.000109453;2.81E-06;2.25E-05;0.000242795;1.61E-06;0;4.09E-07;3.33E-07;4.84E-07;2.34E-06;5.31E-07;6.13E-07;6.32E-06;0;0;0;0;0;0;0;0;0;6.32E-06;0;3.80E-05;0.000149332;7.97E-05;0.000115811;0.000560161;0.000158221;3.52E-05;0;0;0;0;0;0;0;0;1.09E-05;3.16E-06;5.31E-07;0;0;0;0;0;0;0;7.67E-09;0;1.95E-09;2.66E-08;3.87E-08;3.87E-08;7.02E-08;6.13E-08;2.36E-07;2.02E-06;Base;1_1
Gas tankers;2. 1000 - 4999 GT;Residual marine fuels ISO F 10-80;1337.241944;11991.97;3819;4;142.6666667;33.66666667;16;0.003146706;0.000101723;1.00E+00;0.00E+00;0.000761845;0.000583752;5.32E-05;0.000425475;0.005691304;9.10E-05;2.94E-06;8.25E-06;7.12E-06;1.63E-05;1.25E-05;1.01E-05;1.16E-05;0.000159755;0;0;0;0;0;0;0;0;0;0.000159755;0.000272748;0.000764752;0.008437233;0.001706285;0.003898971;0.002987527;0.002995431;0.000665697;0;0;0;0;0;0;0;0;0.000280345;3.59E-05;1.01E-05;0;0;0;0;0;0;0;4.33E-07;1.40E-08;3.93E-08;5.70E-07;1.30E-06;1.30E-06;1.33E-06;1.16E-06;5.68E-06;2.92E-05;Base;1_1
Gas tankers;2. 1000 - 4999 GT;Residual marine fuels, ISO F 80-180;31.42555556;205.9;22;0;0;0;0;1.78E-05;0;1.00E+00;0.00E+00;0;0;9.13E-07;7.31E-06;3.28E-05;5.16E-07;0;1.95E-07;0;0;0;1.73E-07;1.99E-07;1.08E-06;0;0;0;0;0;0;0;0;0;1.08E-06;0;1.80E-05;4.78E-05;0;0;0;5.14E-05;1.14E-05;0;0;0;0;0;0;0;0;1.60E-06;0;1.73E-07;0;0;0;0;0;0;0;2.46E-09;0;9.27E-10;0;0;0;2.28E-08;1.99E-08;4.28E-08;1.96E-07;Base;1_1
Gas tankers;2. 1000 - 4999 GT;Residual marine fuels, ISO F >180;77.08472222;416.185;37;0.5;04.mai;1;2;2.96E-05;1.75E-05;1.00E+00;0.00E+00;2.26E-05;7.30E-05;1.85E-06;1.48E-05;0.000180848;8.56E-07;5.05E-07;3.20E-07;2.25E-07;4.84E-07;1.56E-06;3.49E-07;4.03E-07;4.70E-06;0;0;0;0;0;0;0;0;0;4.70E-06;4.68E-05;2.96E-05;7.94E-05;5.38E-05;0.000115811;0.000373441;0.000103957;2.31E-05;0;0;0;0;0;0;0;0;8.23E-06;2.27E-06;3.49E-07;0;0;0;0;0;0;0;4.08E-09;2.41E-09;1.52E-09;1.80E-08;3.87E-08;3.87E-08;4.61E-08;4.03E-08;1.84E-07;1.43E-06;Base;1_1
Gas tankers;3. 5000 - 9999 GT;Residual marine fuels, ISO F >180;101.5601852;448.92;49.33333333;0;6.666666667;2;1;3.95E-05;0;1.00E+00;0.00E+00;4.53E-05;3.65E-05;1.99E-06;1.59E-05;0.000160643;1.14E-06;0;1.72E-07;3.33E-07;9.67E-07;7.80E-07;3.77E-07;4.34E-07;4.20E-06;0;0;0;0;0;0;0;0;0;4.20E-06;0;3.01E-05;0.000200582;0.00015111;0.000438969;0.000353872;0.000212516;4.72E-05;0;0;0;0;0;0;0;0;1.75E-06;5.45E-06;2.08E-06;3.77E-07;0;0;0;0;0;0;5.44E-09;0;8.17E-10;2.66E-08;7.74E-08;7.74E-08;4.98E-08;4.34E-08;2.75E-07;1.67E-06;Base;1_1
Gas tankers;7. >= 100000 GT;Residual marine fuels, ISO F >180;10.42388889;104.39;17;0;1;1;2;1.38E-05;0;1.00E+00;0.00E+00;2.26E-05;7.30E-05;4.63E-07;3.70E-06;0.000118057;3.99E-07;0;6.27E-08;4.99E-08;4.84E-07;1.56E-06;8.76E-08;1.01E-07;2.74E-06;0;0;0;0;0;0;0;0;0;2.74E-06;0;5.80E-05;0.000369059;0.00011939;0.001156087;0.003727886;0.000260297;5.78E-05;0;0;0;0;0;0;0;0;0;0;4.62E-07;4.73E-06;2.18E-06;0;0;0;0;0;1.90E-09;0;2.98E-10;3.99E-09;3.87E-08;3.87E-08;1.16E-08;1.01E-08;1.03E-07;2.41E-06;Base;1_1
General cargo ships;1. < 1000 GT;Distillate marine fuels;28491.04963;64637.09333;20829.66667;1326;673.6666667;202.3333333;164;0.034527695;0.078697519;1.00E+00;0.00E+00;0.003586087;0.00620147;0.002603939;0.006509847;0.148757611;0.000998735;0.002276375;0.00044366;2.76E-05;7.66E-05;0.00013251;0.000492637;0.000177541;0.004625714;0;0;0;0;0;0;0;0;0;0.004625714;0.029025521;0.005657005;0.012734637;0.000910309;0.002524524;0.004365694;0.020173489;0.001401033;0;0;0;0;0;0;0;0;0.000729403;0;0;0;0;0;0;0;0;0;4.76E-06;1.08E-05;2.11E-06;2.21E-06;6.13E-06;6.13E-06;6.51E-05;1.78E-05;0.000108163;0.000300476;Base;1_1
General cargo ships;2. 1000 - 4999 GT;Distillate marine fuels;65.76013889;480.705;52.5;0;4;01.mai;4;9.15E-05;0;1.00E+00;0.00E+00;2.66E-05;0.000151255;1.94E-05;4.84E-05;0.000354416;2.65E-06;0;2.78E-07;1.64E-07;5.68E-07;3.23E-06;3.66E-06;1.32E-06;1.19E-05;0;0;0;0;0;0;0;0;0;1.19E-05;0;1.19E-05;0.000113572;1.82E-05;6.30E-05;0.000358315;0.000504863;3.51E-05;0;0;0;0;0;0;0;0;1.91E-05;3.66E-06;0;0;0;0;0;0;0;0;1.26E-08;0;1.32E-09;1.31E-08;4.54E-08;4.54E-08;4.84E-07;1.32E-07;7.20E-07;3.19E-06;Base;1_1
General cargo ships;2. 1000 - 4999 GT;Liquefied natural gas (LNG);10736.32556;32183.27;9540;537;246.3333333;62;38;0.016128046;0.033317768;1.00E+00;0.00E+00;0.001098867;0.001436926;0.00129652;0.003241299;0.062320083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.22E-06;4.59E-06;7.34E-07;8.08E-07;1.88E-06;1.88E-06;3.24E-05;8.84E-06;5.04E-05;0.000180296;Base;1_1
General cargo ships;2. 1000 - 4999 GT;Residual marine fuels ISO F 10-80;73323.1438;308961.74;51983;3622;2934;834.6666667;708.6666667;0.087878747;0.206642938;1.00E+00;0.00E+00;0.014793349;0.026797408;0.012446684;0.031116711;0.404461309;0.002541947;0.005977275;0.000554033;0.000120337;0.000316097;0.000572594;0.002354778;0.000848638;0.013285699;0;0;0;0;0;0;0;0;0;0.013285699;0.256468995;0.023772066;0.109068202;0.013341333;0.035044548;0.063481435;0.324488425;0.022535461;0;0;0;0;0;0;0;0;0.02131858;0.002354778;0;0;0;0;0;0;0;0;1.21E-05;2.85E-05;2.64E-06;9.63E-06;2.53E-05;2.53E-05;0.000311167;8.49E-05;0.000484697;0.001740964;Base;1_1
General cargo ships;2. 1000 - 4999 GT;Residual marine fuels, ISO F 80-180;1923.865648;11093.25;926.6666667;42.33333333;94.66666667;25;24.66666667;0.001833476;0.002569654;1.00E+00;0.00E+00;0.000443092;0.000932741;0.000446897;0.001117243;0.007805414;5.30E-05;7.43E-05;8.12E-06;3.88E-06;9.47E-06;1.99E-05;8.45E-05;3.05E-05;0.000283779;0;0;0;0;0;0;0;0;0;0.000283779;0.003189252;0.000348258;0.002275567;0.000430463;0.001049657;0.002209608;0.011650735;0.000809134;0;0;0;0;0;0;0;0;0.000395037;8.45E-05;0;0;0;0;0;0;0;0;2.53E-07;3.54E-07;3.87E-08;3.11E-07;7.57E-07;7.57E-07;1.12E-05;3.05E-06;1.64E-05;5.86E-05;Base;1_1
General cargo ships;2. 1000 - 4999 GT;Residual marine fuels, ISO F >180;3248.515648;16956.79667;1908;44.66666667;155.6666667;49.66666667;44.66666667;0.003153956;0.002426425;1.00E+00;0.00E+00;0.000880275;0.001689018;0.000683113;0.001707783;0.011281109;9.12E-05;7.02E-05;1.28E-05;6.38E-06;1.88E-05;3.61E-05;0.000129238;4.66E-05;0.000411291;0;0;0;0;0;0;0;0;0;0.000411291;0.003011488;0.00054825;0.003914443;0.000707839;0.002085319;0.004001182;0.01780895;0.001236817;0;0;0;0;0;0;0;0;0.000572574;0.000129238;0;0;0;0;0;0;0;0;4.34E-07;3.34E-07;6.08E-08;5.11E-07;1.50E-06;1.50E-06;1.71E-05;4.66E-06;2.56E-05;9.20E-05;Base;1_1
General cargo ships;3. 5000 - 9999 GT;Distillate marine fuels;43.16777778;507.04;80.33333333;0;5;1;1.333333333;0.000133102;0;1.00E+00;0.00E+00;1.77E-05;5.04E-05;2.04E-05;5.11E-05;0.000288139;3.85E-06;0;1.68E-07;2.05E-07;3.79E-07;1.08E-06;3.86E-06;1.39E-06;1.09E-05;0;0;0;0;0;0;0;0;0;1.09E-05;0;1.98E-05;0.000453508;6.24E-05;0.000115264;0.000327892;0.001461921;0.000101529;0;0;0;0;0;0;0;0;1.27E-05;1.66E-06;3.86E-06;0;0;0;0;0;0;0;1.83E-08;0;8.00E-10;1.64E-08;3.03E-08;3.03E-08;5.11E-07;1.39E-07;7.27E-07;4.36E-06;Base;1_1
General cargo ships;3. 5000 - 9999 GT;Residual marine fuels ISO F 10-80;1682.437685;13824.84;1158.666667;6.333333333;164.3333333;46.33333333;53;0.001897254;0.00038763;1.00E+00;0.00E+00;0.000821196;0.002004133;0.000556941;0.001392352;0.007532142;5.49E-05;1.12E-05;4.55E-06;6.74E-06;1.75E-05;4.28E-05;0.000105367;3.80E-05;0.00028109;0;0;0;0;0;0;0;0;0;0.00028109;0.001320744;0.000535615;0.006464381;0.002051407;0.005340576;0.0130337;0.039860408;0.002768273;0;0;0;0;0;0;0;0;0.000315521;6.71E-05;0.000105367;0;0;0;0;0;0;0;2.61E-07;5.34E-08;2.17E-08;5.39E-07;1.40E-06;1.40E-06;1.39E-05;3.80E-06;2.11E-05;0.000127734;Base;1_1
General cargo ships;3. 5000 - 9999 GT;Residual marine fuels, ISO F 80-180;669.0725;6472.686667;524.6666667;23.66666667;88.33333333;17.66666667;31;0.000884017;0.001509135;1.00E+00;0.00E+00;0.000313118;0.001172229;0.000260756;0.000651889;0.005034409;2.56E-05;4.37E-05;2.13E-06;3.62E-06;6.69E-06;2.50E-05;4.93E-05;1.78E-05;0.000173828;0;0;0;0;0;0;0;0;0;0.000173828;0.00514197;0.00025115;0.00301205;0.001102683;0.002036335;0.007623485;0.018662345;0.001296085;0;0;0;0;0;0;0;0;0.000228344;3.54E-05;4.93E-05;0;0;0;0;0;0;0;1.22E-07;2.08E-07;1.02E-08;2.90E-07;5.35E-07;5.35E-07;6.52E-06;1.78E-06;9.86E-06;6.26E-05;Base;1_1
General cargo ships;3. 5000 - 9999 GT;Residual marine fuels, ISO F >180;1749.248796;11566.40333;1251;33.33333333;133.6666667;47.33333333;32.66666667;0.002053094;0.001801079;1.00E+00;0.00E+00;0.00083892;0.001235252;0.000465959;0.001164896;0.008008128;5.94E-05;5.21E-05;5.56E-06;5.48E-06;1.79E-05;2.64E-05;8.82E-05;3.18E-05;0.000286775;0;0;0;0;0;0;0;0;0;0.000286775;0.006136692;0.000655401;0.006995363;0.001668589;0.00545584;0.00803335;0.033348781;0.002316046;0;0;0;0;0;0;0;0;0.000361391;4.98E-05;8.82E-05;0;0;0;0;0;0;0;2.83E-07;2.48E-07;2.65E-08;4.39E-07;1.43E-06;1.43E-06;1.16E-05;3.18E-06;1.84E-05;0.000105519;Base;1_1
General cargo ships;4. 10000 - 24999 GT;Residual marine fuels ISO F 10-80;427.1737963;1190.656667;101.6666667;0.666666667;22.66666667;4.333333333;4.666666667;0.000166932;4.25E-05;1.00E+00;0.00E+00;7.68E-05;0.000176465;4.80E-05;0.000119916;0.000712459;4.83E-06;1.23E-06;1.11E-06;9.30E-07;1.64E-06;3.77E-06;9.07E-06;3.27E-06;2.59E-05;0;0;0;0;0;0;0;0;0;2.59E-05;0.000373808;0.000337301;0.001467869;0.000730232;0.001289032;0.002961731;0.008859621;0.000615294;0;0;0;0;0;0;0;0;0;1.68E-05;1.99E-05;9.07E-06;0;0;0;0;0;0;2.30E-08;5.86E-09;5.28E-09;7.44E-08;1.31E-07;1.31E-07;1.20E-06;3.27E-07;1.87E-06;1.56E-05;Base;1_1
General cargo ships;4. 10000 - 24999 GT;Residual marine fuels, ISO F 80-180;132.0805556;335.54;31;0;10;2;0;4.99E-05;0;1.00E+00;0.00E+00;3.54E-05;0;1.35E-05;3.38E-05;0.000158339;1.44E-06;0;1.87E-07;4.10E-07;7.57E-07;0;2.56E-06;9.22E-07;6.28E-06;0;0;0;0;0;0;0;0;0;6.28E-06;0;5.69E-05;0.000438898;0.000322161;0.000594938;0;0.002496737;0.000173396;0;0;0;0;0;0;0;0;0;3.72E-06;4.02E-06;2.56E-06;0;0;0;0;0;0;6.88E-09;0;8.92E-10;3.28E-08;6.06E-08;6.06E-08;3.38E-07;9.22E-08;5.84E-07;4.00E-06;Base;1_1
General cargo ships;4. 10000 - 24999 GT;Residual marine fuels, ISO F >180;276.5018519;774.91;71;0;15.66666667;6.666666667;5;0.000113691;0;1.00E+00;0.00E+00;0.000118158;0.000189069;3.12E-05;7.80E-05;0.000578939;3.29E-06;0;5.41E-07;6.43E-07;2.52E-06;4.04E-06;5.91E-06;2.13E-06;1.91E-05;0;0;0;0;0;0;0;0;0;1.91E-05;0;0.000164325;0.000999711;0.000504719;0.001983126;0.003173283;0.005766069;0.000400449;0;0;0;0;0;0;0;0;0;1.32E-05;1.84E-05;5.91E-06;0;0;0;0;0;0;1.57E-08;0;2.57E-09;5.14E-08;2.02E-07;2.02E-07;7.80E-07;2.13E-07;1.45E-06;1.21E-05;Base;1_1
General cargo ships;5. 25000 - 49999 GT;Residual marine fuels, ISO F 80-180;15.22944444;157.655;10.mai;0;01.mai;1;0.5;1.75E-05;0;1.00E+00;0.00E+00;1.77E-05;1.89E-05;6.35E-06;1.59E-05;8.06E-05;5.05E-07;0;4.03E-08;6.15E-08;3.79E-07;4.04E-07;1.20E-06;4.33E-07;3.02E-06;0;0;0;0;0;0;0;0;0;3.02E-06;0;1.97E-05;0.000246887;7.77E-05;0.000478089;0.000510007;0.001885401;0.00013094;0;0;0;0;0;0;0;0;0;5.46E-07;2.72E-06;8.44E-07;1.20E-06;0;0;0;0;0;2.41E-09;0;1.92E-10;4.92E-09;3.03E-08;3.03E-08;1.59E-07;4.33E-08;2.68E-07;2.51E-06;Base;1_1
General cargo ships;5. 25000 - 49999 GT;Residual marine fuels, ISO F >180;39.87490741;484.94;65.66666667;0;20.33333333;4.333333333;5.666666667;0.000107591;0;1.00E+00;0.00E+00;7.68E-05;0.000214278;1.95E-05;4.88E-05;0.000512839;3.11E-06;0;1.96E-07;8.34E-07;1.64E-06;4.58E-06;3.70E-06;1.33E-06;1.54E-05;0;0;0;0;0;0;0;0;0;1.54E-05;0;9.56E-05;0.001520512;0.001052808;0.002071719;0.005780079;0.005799411;0.000402764;0;0;0;0;0;0;0;0;0;3.31E-06;1.87E-05;7.05E-06;3.70E-06;0;0;0;0;0;1.48E-08;0;9.31E-10;6.67E-08;1.31E-07;1.31E-07;4.88E-07;1.33E-07;9.51E-07;1.12E-05;Base;1_1
Offshore supply ships;1. < 1000 GT;Distillate marine fuels;2116.47713;1569.943333;458.6666667;14.66666667;23.66666667;30.33333333;3.666666667;0.000167923;0.000686927;1.00E+00;0.00E+00;0.002035851;0.000533343;9.57E-06;0.000172274;0.003957996;4.86E-06;1.99E-05;2.62E-06;5.59E-06;4.35E-05;1.14E-05;1.81E-06;4.70E-06;9.43E-05;0;0;0;0;0;0;0;0;0;9.43E-05;0.000760065;0.000100126;0.000185802;0.000552517;0.004299579;0.001126383;0.000222443;0.000111229;0;0;0;0;0;0;0;0;0.000239243;1.81E-06;0;0;0;0;0;0;0;0;2.31E-08;9.46E-08;1.25E-08;4.47E-07;3.48E-06;3.48E-06;2.39E-07;4.70E-07;8.21E-06;2.10E-05;Base;1_1
Offshore supply ships;2. 1000 - 4999 GT;Distillate marine fuels;18345.12898;29582.92333;6666.666667;386.6666667;140;23.66666667;33.33333333;0.002195583;0.018017056;1.00E+00;0.00E+00;0.001588411;0.00484857;0.000180345;0.003246211;0.032121056;6.35E-05;0.000521155;1.44E-05;3.31E-05;3.39E-05;0.000103602;3.41E-05;8.85E-05;0.00089231;0;0;0;0;0;0;0;0;0;0.00089231;0.074994925;0.002069928;0.009138983;0.012295444;0.012619747;0.038521336;0.015768251;0.007884665;0;0;0;0;0;0;0;0;0.000879439;0.000880364;0;3.41E-05;0;0;0;0;0;0;3.02E-07;2.48E-06;6.85E-08;2.65E-06;2.72E-06;2.72E-06;4.51E-06;8.85E-06;2.39E-05;0.000145498;Base;1_1
Offshore supply ships;2. 1000 - 4999 GT;Liquefied natural gas (LNG);1799.126389;3124.09;726.3333333;13;15.33333333;3.333333333;2.666666667;0.000239174;0.000608867;1.00E+00;0.00E+00;0.00022372;0.000387886;1.90E-05;0.000342815;0.002061714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.29E-08;8.39E-08;9.74E-09;2.90E-07;3.82E-07;3.82E-07;4.76E-07;9.35E-07;2.55E-06;1.37E-05;Base;1_1
Offshore supply ships;2. 1000 - 4999 GT;Residual marine fuels, ISO F >180;7501.867778;1685.483333;905;38.33333333;9;6.333333333;5.333333333;0.000327901;0.001782115;1.00E+00;0.00E+00;0.000425068;0.000775771;1.03E-05;0.000184952;0.00416493;9.48E-06;5.15E-05;1.62E-05;2.13E-06;9.08E-06;1.66E-05;1.94E-06;5.04E-06;0.000111986;0;0;0;0;0;0;0;0;0;0.000111986;0.007417947;0.002328298;0.00136487;0.000790421;0.003377116;0.006163414;0.000898394;0.000449228;0;0;0;0;0;0;0;0;0.000111253;0.000125062;0;1.94E-06;0;0;0;0;0;0;4.52E-08;2.45E-07;7.70E-08;1.70E-07;7.27E-07;7.27E-07;2.57E-07;5.04E-07;2.63E-06;1.83E-05;Base;1_1
Offshore supply ships;3. 5000 - 9999 GT;Distillate marine fuels;4551.046111;9643.01;1629;548;74.33333333;26.33333333;14.33333333;0.000557909;0.024339813;1.00E+00;0.00E+00;0.001767387;0.002084885;5.88E-05;0.001058153;0.030816282;1.61E-05;0.000704044;3.69E-06;1.76E-05;3.78E-05;4.45E-05;1.11E-05;2.89E-05;0.000863726;0;0;0;0;0;0;0;0;0;0.000863726;0.19037159;0.000998411;0.004363634;0.012266952;0.026384949;0.031124806;0.009658105;0.004829383;0;0;0;0;0;0;0;0;0.000723874;0.000887014;9.99E-05;1.11E-05;0;0;0;0;0;0;7.68E-08;3.35E-06;1.76E-08;1.40E-06;3.02E-06;3.02E-06;1.47E-06;2.89E-06;1.52E-05;0.000119734;Base;1_1
Offshore supply ships;3. 5000 - 9999 GT;Liquefied natural gas (LNG);7072.069815;9597.723333;2280.666667;118.6666667;37;9.333333333;7.333333333;0.00074172;0.005518076;1.00E+00;0.00E+00;0.000626416;0.001066685;5.85E-05;0.001053183;0.009695973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.02E-07;7.60E-07;3.06E-08;6.99E-07;1.07E-06;1.07E-06;1.46E-06;2.87E-06;7.94E-06;5.99E-05;Base;1_1
